"Id","Label","name","description","followers_count","statuses_count","friends_count","created_at","location"
"180898368","annenberglab","AnnLab","The USC Annenberg Innovation Lab is a curious, creative and committed Think & Do Tank helping media and technology to work for humans - not against us.",3471,4775,1048,"Fri Aug 20 19:45:17 +0000 2010","Los Angeles, California"
"18122308","maristpoll","Marist Poll","Founded in 1978, MIPO is home to the Marist Poll and regularly measures public opinion, both in New York State and across the country.",25754,4635,497,"Sun Dec 14 20:37:44 +0000 2008","Poughkeepsie, NY"
"1852171094","MPSAnet","MPSA","Midwest Political Science Association - dedicated to the advancement of scholarship in all areas of political science. (RT ≠ Endorsement)",15494,6680,3050,"Tue Sep 10 18:19:08 +0000 2013","Bloomington, IN"
"18652755","dailytrojan","Daily Trojan","@USC’s only student-run newspaper since 1912. Follow @DT_Sports for sports stuff and https://t.co/R5rPLgtUK9 for more.",42147,20017,311,"Tue Jan 06 00:07:10 +0000 2009","USC, Los Angeles, CA"
"18685292","USC_CCLP","USC Annenberg CCLP","@USCAnnenberg Center connecting high­-impact scholarship to policy change. Focusing on media & democracy, the future of journalism, technology & philanthropy.",2337,7734,1204,"Tue Jan 06 17:28:34 +0000 2009","Los Angeles, CA"
"186894716","polanalysis","Political Analysis","Official Journal of the Society for Political Methodology",16882,925,3101,"Sat Sep 04 18:01:58 +0000 2010",""
"1917731","thehill","The Hill","The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4472240,1068770,311,"Thu Mar 22 18:15:18 +0000 2007","Washington, DC"
"1926061039","JordanCarrP","Jordan Carr Peterson","Associate Prof of Public Policy @JacksonvilleU; PhD @USC; JD @UFLaw; vegan 🌱; regulation, public law, administrative politics 🏳️‍🌈",1814,4056,1658,"Wed Oct 02 07:35:04 +0000 2013","Jacksonville, Florida"
"19265186","USCRossier","USC Rossier","The mission of the USC Rossier School of Education is to prepare leaders to achieve educational equity.",8759,13010,3044,"Tue Jan 20 23:44:29 +0000 2009","Los Angeles, CA"
"193919217","USCeasc","USC EASC","The University of Southern California East Asian Studies Center leads and supports education, research, and community outreach concerning East Asia.",1087,1348,485,"Thu Sep 23 00:05:20 +0000 2010","Los Angeles, CA"
"196345500","sradford22","Simon Radford","husband, dad, Brentford season ticket holder (since the bad old days). Councillor for East Barnet ward. Send casework to Cllr.s.radford@barnet.gov.uk",823,8757,5003,"Tue Sep 28 22:30:57 +0000 2010","Home is where the stomach is."
"19809471","USC","USC","The official Twitter account of the University of Southern California. #USC | #FightOn! Instagram and now TikTok: uscedu

https://t.co/pSDsdu3viP",170195,31885,3272,"Sat Jan 31 08:33:13 +0000 2009","Los Angeles, CA"
"198643896","USCAdmission","USC Admission","Welcome to the official Twitter for the University of Southern California's Office of Undergraduate Admission. #FightOn!",12777,3554,166,"Mon Oct 04 21:40:23 +0000 2010","Los Angeles, CA"
"201321992","USCPOSC","USC PoliticalScience","Political Science Department at the University of Southern California-- follow us for info on new events, internships, and the latest polysci news!",1021,254,28,"Mon Oct 11 16:04:55 +0000 2010","Los Angeles, CA"
"20791157","LearCenter","Norman Lear Center","Studying & Shaping the Impact of Entertainment & Media on Society. Based at @USCAnnenberg.

Research/Evaluation: @mediametrics  | Outreach: @hollywdhealth",6511,12476,2084,"Fri Feb 13 18:07:06 +0000 2009","Los Angeles, CA"
"21176696","SilvaSevlian","Silva Sevlian","Associate Director, @ArmenianStudies; @USCAnnenberg, @publicdiplomacy, @USCShoahFnd Alum; MOM",509,1886,560,"Wed Feb 18 07:19:27 +0000 2009","Los Angeles, CA"
"217543151","SenatorTimScott","Tim Scott","Just a South Carolinian living his mama’s American Dream.",672369,11441,3788,"Fri Nov 19 20:34:30 +0000 2010","Charleston, SC"
"21810278","samirkum","Samir Kumar","International relations, South Asia, and curiosities. Sports 🎾🏏🏀 and culture sprinkled in.",361,990,1740,"Tue Feb 24 23:09:43 +0000 2009","New York, NY"
"218717865","curiouskyuri","Kyuri Park","박규리 (朴珪利), Postdoc @StanfordSAPARC
Study security and cooperation, joint military exercises, and East Asia
Ph.D. @uscpoir MA @Georgetown BA @EwhaWomansUniv",376,228,456,"Tue Nov 23 02:34:33 +0000 2010","Palo Alto, CA"
"219145686","uscyoungalumni","USC Young Alumni","Community of USC degreed alumni that keep alumni connected, engaged and involved in their first 10 years after graduation.",1433,1149,448,"Wed Nov 24 01:41:34 +0000 2010","Worldwide"
"22186147","USCFilmOffice","USC Campus Filming","Managing professional film and TV production at all USC campuses and properties. We are not affiliated with the USC School of Cinematic Arts.",1987,732,145,"Fri Feb 27 20:32:30 +0000 2009","Los Angeles"
"224032752","USCFinancialAid","USC Financial Aid","Welcome to the official Twitter for the University of Southern California’s Financial Aid Office!",2431,1760,85,"Wed Dec 08 00:09:45 +0000 2010","Los Angeles"
"2254080300","MESA_1966","MESA","The Middle East Studies Association (MESA) brings together scholars, educators and those interested in the study of the region from all over the world.",14476,2966,365,"Thu Dec 19 21:32:48 +0000 2013","Washington, DC"
"2254131619","TrojanFamilyMag","USC Trojan Family","USC Trojan Family is the official magazine for alumni and friends of the University of Southern California. ✌🏽#FightOn #TrojanFamily",2710,2100,188,"Thu Dec 19 22:20:37 +0000 2013","Los Angeles, California"
"2275081693","USCDornsifeCP","Career Pathways","USC Dornsife Career Pathways works to align students' academic interests with individual career and professional aspirations.",76,164,22,"Fri Jan 03 20:51:22 +0000 2014","Los Angeles, CA"
"22803482","USCLibraries","USC Libraries","The USC Libraries actively support the discovery, creation, and preservation of knowledge at the University of Southern California and beyond.",10936,13453,306,"Wed Mar 04 17:28:32 +0000 2009","Los Angeles, California"
"2303542430","USCKaufman","USC Kaufman","USC Kaufman combines artistic preeminence with industry access at one of the world's leading research universities. Join us for The New Movement!",941,2399,629,"Tue Jan 21 18:47:07 +0000 2014","Los Angeles, CA"
"2303751216","FiveThirtyEight","FiveThirtyEight","Data-driven news and analysis from ABC News’s FiveThirtyEight",1334036,116611,317,"Tue Jan 21 21:39:32 +0000 2014","New York, NY"
"23808627","hwipfli","Heather Wipfli","@usc_GRIT director, @uscpphs @usc professor, @rayunitedfc supporter, and #globalhealthmom",884,3195,865,"Wed Mar 11 19:02:36 +0000 2009",""
"23811264","salpighazarian","salpi ghazarian","Born a librarian & teacher, feeding & growing young minds. Sometimes they're journalists, sometimes young scholars.
Director, USC Institute of Armenian Studies",3086,1751,725,"Wed Mar 11 19:17:32 +0000 2009","Los Angeles, CA & Yerevan, Arm"
"239935774","CSII_USC","CSII at USC","@PERE_USC & @CSII_USC have merged into the USC Equity Research Institute! Follow us @ERI_USC.",2229,4730,1090,"Tue Jan 18 19:44:18 +0000 2011","Los Angeles"
"2420108113","adambbadawy","Adam Badawy","Principal Data Scientist @ Capital One",205,500,516,"Mon Mar 31 06:25:51 +0000 2014",""
"243214507","christiangrose","Christian Grose","Author; Editor; Teacher; Professor of Political Science & Public Policy; Academic Director, @USC @Schwarzenegger Inst. @GovArnoldUSC @DukeU @UofR",4458,11763,4843,"Wed Jan 26 15:22:13 +0000 2011","Los Angeles, CA"
"24367478","taylordalton","Taylor Dalton","Assistant Professor of Law at @santaclaralaw | studying #intlaw & #politics",311,1742,905,"Sat Mar 14 13:26:25 +0000 2009","California"
"2467791","washingtonpost","The Washington Post","Democracy Dies in Darkness",19952418,442491,1719,"Tue Mar 27 11:19:39 +0000 2007","Washington, DC"
"24907127","USCShoahFdn","USC Shoah Foundation","We Bring Testimony to Light.",18955,16168,3097,"Tue Mar 17 16:26:29 +0000 2009","Los Angeles"
"249341385","ipsa_aisp","IPSA / AISP","The International Political Science Association (IPSA) is an international scholarly association devoted to the advancement of political science.",24684,9515,174,"Tue Feb 08 21:19:29 +0000 2011","Montreal"
"256338599","stephrschwartz","Stephanie Schwartz","Political Science | Forced Migration | Assistant Professor @LSEIRDept  as of Sept 2022 | Views my own",1955,7455,2263,"Wed Feb 23 03:47:52 +0000 2011",""
"25999985","_abuelbanat","Youssef Chouhoud","Asst Prof, Political Science, @CNUcaptains. Acting director, @CNUReiffCenter. 
#FirstGen MENA, Religion & Politics, Race & Ethnicity. 
Iskandarani, Brooklynite.",3946,6297,1621,"Mon Mar 23 13:29:07 +0000 2009","VA | Cairo"
"2616092568","fancis30","Fanny Cisneros","Educator, Mamá, Xicana, Writer.
First-Gen.
She/Her.",30,331,307,"Thu Jul 10 20:35:30 +0000 2014",""
"26171794","USC_Trojans","USC Trojans","Nobody beats the Trojans! Get the best deals when you buy and sell Trojan tickets or all concert tickets! Imagine front row seats! Click the link now.",3441,463,2921,"Tue Mar 24 03:49:12 +0000 2009","Los Angeles, CA"
"262846232","CUP_PoliSci","CUP Politics","The latest in political science and international relations research from Cambridge University Press's books and journals",30009,25375,3969,"Tue Mar 08 21:51:41 +0000 2011",""
"27298118","BobShrum","Robert Shrum","Director of @USCPolFuture. Warschaw Chair at USC Dornsife. Opinions are my own. D strategist, now retired. Retweets  don’t always= endorsement.",19828,40784,2267,"Sat Mar 28 20:08:27 +0000 2009","Los Angeles"
"274027851","PolStudiesAssoc","The Political Studies Association","Founded in 1950, the Political Studies Association exists to develop and promote the global study of politics. Become a PSA member here: https://t.co/skWviUp2l8",23947,23636,4876,"Tue Mar 29 15:51:35 +0000 2011","London, UK"
"27998807","USCVandV","USC Visions & Voices","Official Twitter of USC Visions and Voices: The Arts and Humanities Initiative. Admin: @mariezpz",4284,5985,1090,"Tue Mar 31 23:51:05 +0000 2009","Los Angeles, CA"
"2820545226","AliciaDiRado","Alicia Di Rado","Suppporting health research, treatment & education @ USC through storytelling. Stanford grad, Dodgers fan, fitness nut, cancer survivor y ¡yo hablo!🇦🇷🇺🇸",277,545,534,"Fri Sep 19 22:29:46 +0000 2014","Los Angeles, CA"
"28220795","USCAnnenberg","USC Annenberg","USC Annenberg is among the nation’s leading institutions devoted to the study of journalism, communication, public relations and public diplomacy #ascj",24825,15769,2784,"Wed Apr 01 23:04:17 +0000 2009","Los Angeles, CA"
"2836421","MSNBC","MSNBC","The place for in-depth analysis, political commentary and diverse perspectives. Home of @MSNBCDaily.",4923927,288174,790,"Thu Mar 29 13:15:41 +0000 2007",""
"284173293","USCWrigley","USC Wrigley Institute for Environmental Studies","We inspire global environmental solutions through frontier education and research.",1591,3050,473,"Mon Apr 18 19:33:45 +0000 2011","Los Angeles, CA"
"28450231","USCViterbi","USC Viterbi School","The USC Viterbi School of Engineering is ranked among the top engineering schools worldwide.",13855,7097,1546,"Thu Apr 02 23:45:06 +0000 2009","Los Angeles, CA"
"2860876290","PSQ_CSPC","Presidential Studies Quarterly","The only scholarly journal that focuses on all aspects of the presidency. Published quarterly by the Center for the Study of the Presidency & Congress.",702,672,1329,"Fri Oct 17 18:10:03 +0000 2014","Texas A&M University"
"2888393596","PSA_APG","American_Politics","The American Politics Group (@PolStudiesAssoc) considers US domestic politics and foreign policy. Its activities include an annual conference and colloquium.",1455,625,1439,"Sat Nov 22 21:30:48 +0000 2014","UK"
"290184477","USCMexico","USC Mexico","The University of Southern California's Mexico office. Newsletter: https://t.co/acjelRGpZ2",997,1842,1399,"Fri Apr 29 21:27:27 +0000 2011","Ciudad de México"
"2929717275","The_JOP","Journal of Politics","The JOP is the flagship journal of the SPSA, published by the University of Chicago Press.",12569,688,225,"Thu Dec 18 16:06:43 +0000 2014",""
"2936330030","mdrakereitan","Dr. M Drake Reitan","reader, writer, educator, flâneuse @USCGradSchool @USCPrice @USCArchitecture @SACRPH @bunkerhillrefr1 @EPPALosAngeles",799,1685,892,"Fri Dec 19 17:55:50 +0000 2014","Los Angeles, CA"
"2977869463","ArmenianStudies","USC Institute of Armenian Studies","Promoting scholarship that addresses national & global challenges; impacting policy, development and progress.",3062,2753,496,"Mon Jan 12 22:59:42 +0000 2015","Los Angeles"
"2987415637","TheDapperChef","Dr. Sherry Zaks: minces garlic, not words. 🏳️‍🌈","Assistant Prof USC. rebels|orgs|stats|food|tweed|neurodivergence. Patti LuPone once threw a full martini on me at the end of a show. (she/her/blah)🏳️‍🌈",2821,8715,1142,"Sat Jan 17 18:31:10 +0000 2015","Los Angeles, CA"
"2994533788","annevwijk","Anne van Wijk","Mixed Methods UX Researcher @ Instagram | PhD Political Science & International Relations from USC",98,28,204,"Fri Jan 23 17:50:19 +0000 2015","Santa Monica, CA"
"3005853742","JEPS_ed","JEPS","We are a journal that publishes political science research that utilizes experimental analysis or is related to experimental methodology.",1695,215,8,"Fri Jan 30 15:32:43 +0000 2015","New York, NY"
"3017688048","USC_EALC","USC EALC","The official USC Department of East Asian Languages and Cultures Twitter account.",87,62,24,"Thu Feb 12 20:03:47 +0000 2015","Los Angeles, CA"
"30499450","USC_IRUA","USC IRUA","The University of Southern California's International Relations Undergraduate Association",298,147,87,"Sat Apr 11 18:47:26 +0000 2009","Los Angeles, CA"
"3070271977","whitney_hua","Whitney Hua","Ph.D. candidate @uscpoir | Political elite communication & behavior, Congress, social media, race & gender 📚  |  Into dogs and wine",299,215,239,"Mon Mar 09 20:09:49 +0000 2015","Los Angeles, CA"
"3108351","WSJ","The Wall Street Journal","Sign up for our newsletters and alerts: https://t.co/QevH0DLisA 

For WSJ customer support: https://t.co/DZgH9n4vAI",20260722,387248,1081,"Sun Apr 01 06:22:13 +0000 2007","New York, NY"
"31354463","sarasadhwani","sara sadhwani","Asst Prof Politics @PomonaCollege | CA Redistricting Commissioner | Researcher @AAPIData | Race-Immigration-Voting | mom of 3, wife of 1, sister of many",7006,3819,1369,"Wed Apr 15 06:09:26 +0000 2009","Los Angeles"
"3167176103","USC_CFR","USC Dornsife CFR","The Center for Feminist Research at USC Dornsife.",402,512,293,"Tue Apr 14 21:03:26 +0000 2015","USC - Los Angeles, CA"
"3180907718","USCDermatology","USC Dermatology","Official account for the Dept. of Dermatology at the Keck of School of Medicine of USC. Interested patients, please call 323-442-6200.",1177,19621,487,"Thu Apr 30 18:19:43 +0000 2015","Los Angeles, CA"
"3218189220","nolahaynes_","Dr. Nola Haynes | Ph.D, M.Div","@georgetownsfs |  @statedept  Int’l Sec Advisory Board #ISAB appointee | #Power50 NatSec leadership list| @uscpoir @HDS @ucla alum | @msnbc + #RMU reg",4790,18548,2713,"Sun May 17 23:20:05 +0000 2015","Hollywood, Los Angeles"
"3221634776","DornsifeDC","Dornsife DC Program","USC's premier Washington DC experience. Spring and summer programs and housing. Internship and career advice.",92,229,76,"Wed May 20 16:52:27 +0000 2015","Los Angeles, CA/Washington, DC"
"3270395184","curleyt13","Tyler Bonanno-Curley","This space intentionally left blank",274,5646,1518,"Mon Jul 06 23:42:44 +0000 2015",""
"3302619878","AnnenbergMedia","USC Annenberg Media","News for you. News for SC.",5682,10825,495,"Fri Jul 31 16:41:38 +0000 2015","Los Angeles, CA"
"3378514300","PGI_WPSA","Politics, Groups, & Identities","Politics, Groups, and Identities is an official journal of the Western Political Science Association published by Taylor & Francis.",4676,4566,2942,"Thu Jul 16 07:44:25 +0000 2015","United States"
"338065113","USCHelenes","USC Helenes","As the ‘official hostesses of USC,’ we will strengthen the Trojan Family through acts of volunteerism, hospitality and service. Est. 1921",616,509,58,"Tue Jul 19 01:05:45 +0000 2011","Los Angeles"
"3382186754","AdamSFeldman","Dr. Adam Feldman","Supreme Court scholar; Creator of https://t.co/oUmdPS614o & Optimized Legal Solutions. PhD @USC; JD @BerkeleyLaw",5162,6883,211,"Sat Aug 29 13:56:11 +0000 2015","Los Angeles, CA"
"3415768193","USC_SPD","USC SPD","The USC Society of Public Diplomats is the nation's first student-run organization in the field of public diplomacy.",282,531,279,"Tue Aug 11 17:40:32 +0000 2015","Los Angeles, CA"
"3449171415","megan_eme","Megan Eme","USC✌️Teacher 🍎 🇺🇸 Hoosier turned Michigander🤚RTs ≠ endorsements",116,3576,621,"Wed Aug 26 17:41:01 +0000 2015","Detroit, MI"
"369133270","AngeMarieH","Dr. Ange-Marie Hancock ☮️","Author; Next Book: AFRICAN AMERICAN POLITICAL THOUGHT: CONTESTATION & CHANGE Woman of Faith, Lifelong Justice Junkie. #Intersectionality Steward.",3174,14212,1515,"Tue Sep 06 20:42:14 +0000 2011","Tongva Ancestral Lands/LA, CA"
"3711171133","USCBAU","Black Actors Union","We are a coalition of writers, directors, producers, and actors of color at the University of Southern California. Follow us for industry updates!",131,144,473,"Mon Sep 28 04:50:38 +0000 2015","Los Angeles, CA"
"378855817","ERI_USC","USC Equity Research Institute","We're the USC Equity Research Institute (ERI): Data & Analysis to Power Social Change (previously known as PERE & @CSII_USC). ERI Director @Prof_MPastor",3861,6039,1231,"Fri Sep 23 23:01:55 +0000 2011","Los Angeles, CA"
"380523278","USCPolFuture","USC Center for the Political Future","The @uscdornsife Center advances civil dialogue and practical politics that transcend partisan divisions and find solutions to pressing national challenges.",5659,5047,1801,"Mon Sep 26 19:55:51 +0000 2011","USC"
